Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PIH,1347 Property Insurance Holdings; Inc.,7.1,42293038.6,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
TURN,180 Degree Capital Corp.,2.03,63176770.86,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/turn
FLWS,1-800 FLOWERS.COM; Inc.,9.15,590954616.6,n/a,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws
FCCY,1st Constitution Bancorp (NJ),17.65,142427734,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
SRCE,1st Source Corporation,48.03,1245712324,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
VNET,21Vianet Group; Inc.,7.29,435153462.6,59691833,2011,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/vnet
TWOU,2U; Inc.,63.5,3316118781,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
JOBS,51job; Inc.,63.81,2347785004,36793371,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
CAFD,8point3 Energy Partners LP,15.17,1199718464,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd
EGHT,8x8 Inc,13.55,1245956660,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
AVHI,A V Homes; Inc.,16.7,375010006.3,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
SHLM,A. Schulman; Inc.,37.25,1098871461,n/a,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
AAON,AAON; Inc.,33.75,1775372243,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
ABAX,ABAXIS; Inc.,46.46,1054206530,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
ABEO,Abeona Therapeutics Inc.,15.25,711599449.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo
ABEOW,Abeona Therapeutics Inc.,10.4,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
ABIL,Ability Inc.,0.6499,16738916.69,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil
ABMD,ABIOMED; Inc.,195.09,8626127728,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
ABLX,Ablynx NV,20.87,274325715,13144500,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ablx
AXAS,Abraxas Petroleum Corporation,2.09,346626293.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,11.55,657451895.1,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aciu
ACIA,Acacia Communications; Inc.,36.14,1417704438,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,4.025,203684247.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
ACHC,Acadia Healthcare Company; Inc.,28.23,2480107100,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,28.59,3499424749,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
ACST,Acasti Pharma; Inc.,1.31,19304077.47,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
AXDX,Accelerate Diagnostics; Inc.,18.75,1038704306,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
ACCP,Accelerated Pharma; Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,35.08,1575137218,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn
ANCX,Access National Corporation,27.09,553902132.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ARAY,Accuray Incorporated,4.6,386026148.8,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
ACRX,AcelRx Pharmaceuticals; Inc.,2,90760946,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,17.51,12947664.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acer
ACERW,Acer Therapeutics Inc.,0.033,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acerw
ACET,Aceto Corporation,9.01,276077698.5,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
AKAO,Achaogen; Inc.,13.285,561069456.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
ACHV,Achieve Life Sciences; Inc. ,1.39,15673324.47,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/achv
ACHN,Achillion Pharmaceuticals; Inc.,3.885,531692288.8,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
ACIW,ACI Worldwide; Inc.,23.33,2766453296,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
ACRS,Aclaris Therapeutics; Inc.,23.23,621089289.9,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs
ACMR,ACM Research; Inc.,5.64,85233281.76,n/a,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acmr
ACNB,ACNB Corporation,28.0333,196660860.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
ACOR,Acorda Therapeutics; Inc.,27.85,1299221967,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
SQZZ,Active Alts Contrarian ETF,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqzz
ATVI,Activision Blizzard; Inc,63.01,47641826660,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
ACTA,Actua Corporation,15.5,508400000,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
ACXM,Acxiom Corporation,26.42,2090796449,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
ADMS,Adamas Pharmaceuticals; Inc.,27.76,624990749.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,4.775,149702619.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
ADAP,Adaptimmune Therapeutics plc,8.1,473355608.4,58438964,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap
ADUS,Addus HomeCare Corporation,32.55,378378646.8,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
AEY,ADDvantage Technologies Group; Inc.,1.421,14483178.72,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,8.55,179066044.4,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots
ADMA,ADMA Biologics Inc,2.32,39909206.08,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,181.67,89552957353,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
ADOM,ADOMANI; Inc.,4.12,280452231.6,n/a,2017,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adom
ADTN,ADTRAN; Inc.,20.65,987054140.8,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
ADRO,Aduro Biotech; Inc.,7.925,591303658.3,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
AAAP,Advanced Accelerator Applications S.A.,81.1,3422801089,42204699,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap
ADES,Advanced Emissions Solutions; Inc.,11.56,243794273.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades
AEIS,Advanced Energy Industries; Inc.,83.66,3317730973,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
AMD,Advanced Micro Devices; Inc.,11.26,10863632270,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd
ADXS,Advaxis; Inc.,3.39,139213180.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
ADXSW,Advaxis; Inc.,1.25,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
ADVM,Adverum Biotechnologies; Inc.,2.9,125531679.4,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
AEGN,Aegion Corp,26.9,874971484.9,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
AGLE,Aeglea BioTherapeutics; Inc.,5.2,85551752,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,3.13,67426760.48,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr
AMTX,Aemetis; Inc,0.7797,15455573.62,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx
AERI,Aerie Pharmaceuticals; Inc.,61.95,2251301533,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri
AVAV,AeroVironment; Inc.,43.77,1043489931,n/a,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AEZS,AEterna Zentaris Inc.,2.05,33703558,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
AEMD,Aethlon Medical; Inc.,0.9016,13610433.69,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd
GNMX,Aevi Genomic Medicine; Inc.,1.53,90778365.45,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx
AFMD,Affimed N.V.,2,87876754,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd
AGEN,Agenus Inc.,3.72,370929774.6,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
AGRX,Agile Therapeutics; Inc.,4.6,157257173.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
AGYS,Agilysys; Inc.,11.84,276957278.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
AGIO,Agios Pharmaceuticals; Inc.,62.05,3025203632,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
AGNC,AGNC Investment Corp.,19.55,7649834259,n/a,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,26.1822,9070825363,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
AGNCN,AGNC Investment Corp.,26.3,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncn
AGFS,AgroFresh Solutions; Inc.,5.14,258735803.7,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
AGFSW,AgroFresh Solutions; Inc.,0.23,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
ALRN,Aileron Therapeutics; Inc.,11.56,170103273,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn
AIMT,Aimmune Therapeutics; Inc.,33.77,1706568199,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt
AIRT,Air T; Inc.,20,40855780,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt
ATSG,Air Transport Services Group; Inc,23.65,1398261599,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
AIRG,Airgain; Inc.,8.49,81030767.4,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,2.07,93517940.43,45177749,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
AKAM,Akamai Technologies; Inc.,54.26,9224200000,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,4.48,52543128.96,11728377,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx
AKCA,Akcea Therapeutics; Inc.,19.18,1276268444,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akca
AKBA,Akebia Therapeutics; Inc.,15.49,730375635.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,0.7301,6498798.975,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
AKRX,Akorn; Inc.,33.205,4152969970,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
AKTS,Akoustis Technologies; Inc.,5.5,104965206.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/akts
ALRM,Alarm.com Holdings; Inc.,40.58,1895417376,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm
ALSK,Alaska Communications Systems Group; Inc.,2.21,115877376.4,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
ALBO,Albireo Pharma; Inc.,27.32,242668588.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,7.33,104417462.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
ADHD,Alcobra Ltd.,1.38,38036657.1,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ALDR,Alder BioPharmaceuticals; Inc.,11.15,755007008,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr
ALDX,Aldeyra Therapeutics; Inc.,5.95,90143547.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
ALXN,Alexion Pharmaceuticals; Inc.,115.17,25730088699,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
ALCO,Alico; Inc.,32.25,266178309.8,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
ALGN,Align Technology; Inc.,249.55,20008346033,n/a,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
ALIM,Alimera Sciences; Inc.,1.27,87818396.88,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
ALJJ,ALJ Regional Holdings; Inc.,3.4411,125665579.1,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,47.87,7361253769,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
ABTX,Allegiance Bancshares; Inc.,37.3,490923577,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,127.65,2052345084,n/a,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
ALNA,Allena Pharmaceuticals; Inc.,12.05,248493268.4,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/alna
AHGP,Alliance Holdings GP; L.P.,25.975,1554941425,n/a,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AMMA,Alliance MMA; Inc.,1.63,17157904.86,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
ARLP,Alliance Resource Partners; L.P.,18.9,2470309701,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
AHPI,Allied Healthcare Products; Inc.,2.21,8869916.77,n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AMOT,Allied Motion Technologies; Inc.,31.83,300888003.3,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
ALQA,Alliqua BioMedical; Inc.,2.0298,1017039.409,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALLT,Allot Communications Ltd.,5.37,177824220.6,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
MDRX,Allscripts Healthcare Solutions; Inc.,12.57,2270291482,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
AFAM,Almost Family Inc,51.25,715656588.8,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
ALNY,Alnylam Pharmaceuticals; Inc.,139.995,12981850026,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,17.74,426431813.8,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,1027.99,7.14E+11,n/a,2004,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1043.9,7.25E+11,n/a,n/a,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,24.04,26443399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
ATEC,Alphatec Holdings; Inc.,3.56,49064147.84,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
ALPN,Alpine Immune Sciences; Inc.,10.05,39336333.15,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,29.13,10195558.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
AABA,Altaba Inc.,70.56,62577861827,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba
ALTR,Altair Engineering Inc.,20.76,1253715914,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/altr
ALT,Altimmune; Inc.,2.3,35848117.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt
ASPS,Altisource Portfolio Solutions S.A.,25.45,455675607.6,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,46.45,1359840565,n/a,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
AMAG,AMAG Pharmaceuticals; Inc.,14.05,497009491.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMRN,Amarin Corporation plc,3.52,928865660.8,263882290,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRK,A-Mark Precious Metals; Inc.,15.4,108284330,n/a,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AMZN,Amazon.com; Inc.,1125.35,5.42E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
AMBC,Ambac Financial Group; Inc.,13.81,624918602.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,Ambac Financial Group; Inc.,5.5,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBA,Ambarella; Inc.,56.44,1874609730,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,48.48,2999139571,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
DOX,Amdocs Limited,62.51,9086141050,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,3.65,11030566.45,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,56.25,1904742900,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
UHAL,Amerco,369.9,7252920781,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
AMRH,Ameri Holdings; Inc.,6.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amrh
AMRHW,Ameri Holdings; Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amrhw
ATAX,America First Multifamily Investors; L.P.,6.05,364530214.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
AMOV,America Movil; S.A.B. de C.V.,16.98,55824634902,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AAL,American Airlines Group; Inc.,45.82,21924827525,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
ACSF,American Capital Senior Floating; Ltd.,10.6,106001060,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
AETI,American Electric Technologies; Inc.,1.45,12492140.05,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AMNB,American National Bankshares; Inc.,37.7,326004906.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,120.28,3239367008,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,13.59,733880833.5,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
APEI,American Public Education; Inc.,24.45,397279248,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
ARII,American Railcar Industries; Inc.,37.76,720607233.3,n/a,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
AMRB,American River Bankshares,14.96,95631500.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMSWA,American Software; Inc.,11.91,354057192.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,3.7,71019305.9,n/a,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMWD,American Woodmark Corporation,88.95,1445429495,n/a,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
CRMT,America&#39;s Car-Mart; Inc.,42.4,312315898.4,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,45.8,1705182044,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
AMSF,AMERISAFE; Inc.,63.9,1229693070,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4,73124896,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,28.75,267688748.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,172.35,1.25E+11,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
FOLD,Amicus Therapeutics; Inc.,12.88,2119610969,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold
AMKR,Amkor Technology; Inc.,10.99,2629682848,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
AMPH,Amphastar Pharmaceuticals; Inc.,18.55,856934724.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,36.595,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
ASYS,Amtech Systems; Inc.,13.14,191199338.5,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
AFSI,AmTrust Financial Services; Inc.,10.29,2014836774,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
AMRS,Amyris; Inc.,3.3,124101641.4,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
ADI,Analog Devices; Inc.,89.58,32935676597,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
ALOG,Analogic Corporation,79.95,998149206.6,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
ANAB,AnaptysBio; Inc.,66.49,1352571761,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,4.075,171851266.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
ANCB,Anchor Bancorp,24.95,62248753,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
ANDA,Andina Acquisition Corp. II,10.3,50235479.3,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. II,1.065,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. II,12,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. II,0.8,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,11.46,5455468377,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
ANGO,AngioDynamics; Inc.,16.7,613152791.2,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
ANIP,ANI Pharmaceuticals; Inc.,61.9,721376595.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,54.02,792028761.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
ANSS,ANSYS; Inc.,150.24,12749437464,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
ATRS,Antares Pharma; Inc.,1.84,287789467,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
ANTH,Anthera Pharmaceuticals; Inc.,1.85,20176880.7,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
ABAC,Aoxin Tianli Group; Inc.,3.48,27783432.6,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
APLS,Apellis Pharmaceuticals; Inc.,14.04,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/apls
APOG,Apogee Enterprises; Inc.,46.7,1337616378,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
